sno,hid,hname,state,city,address,zipcode,statecode
0377,HHR0377,Childerns Hospital,Haryana,Panchkula,"Swastik Vihar Pharse - 1 Mdc, Sector - 5 Panchkula-134109",134109,HR
0378,HHR0378,Chirag Hospital,Haryana,Gurgaon,"Main Bajghera Road,3636/31,Rajindra Park,",122001,HR
0379,HHR0379,Chiranjiv Hospital & Maternity Home,Haryana,Gurgaon,"Wng,Haily Mandi",122504,HR
0380,HHR0380,City Care Hospital,Haryana,Rewari,"Sco No 24 Huda Shopping Complex, Sector 4 Rewari Haryana",123401,HR
0381,HHR0381,City Hospital,Haryana,Rohtak,"1533/21, Chunnipura, Saini School Road, Rohtak, Haryana, Opp. Saini Girls High School.",124001,HR
0382,HHR0382,City Hospital & Maternity Home,Haryana,Faridabad,"Sector-16, Faridabad,Haryana-121002",121002,HR
0383,HHR0383,Columbia Asia Hospital Palamvihar,Haryana,Gurgaon,"Block F, Near Gol Chakkar, Sector 23 , Palam Vihar, Gurgaon-122017",122017,HR
0384,HHR0384,Cygnus Maharaja Arrarsain Hospital,Haryana,Ranipat,"Opp Devi Mandir, Panipat ,Haryana",132103,HR
0385,HHR0385,D.N. Hospital,Haryana,Panipat,"Khanna Road, Krishanpura, Panipat, Haryana",132103,HR
0386,HHR0386,Dahiya Hospital,Haryana,Sonepat,"Near Iti Chowk, Old Dc Road, Sonepat, Haryana",131001,HR
0387,HHR0387,Deep Medical Center,Haryana,Faridabad,"Site No 1, Sector - 16A Mkt Road,Faridabad",121002,HR
0388,HHR0388,Delhi Hospital & Maternity Home,Haryana,Jind,"# 1151, Urban Estate, Jind,Haryana-126102",126102,HR
0389,HHR0389,Delhi Hospital & Nursing Home,Haryana,Jhajjar,"Rohtak Road,Bahadur Garh.",124507,HR
0390,HHR0390,Dhawan Hospital,Haryana,Panchkula,"Plot-1, Sector-7, Panchkula, Haryana",134109,HR
0391,HHR0391,Dm Eye Care Delhi Pvt Ltd (Aster),Haryana,Faridabad,5E/08 Railway Road Near Neelam Chowk,121001,HR
0392,HHR0392,Dr. M.L.Gupta Memorial Centre,Haryana,Faridabad,"B.P. 5E/4, Railway Road, Nit,Nit - Faridabad,",121001,HR
0393,HHP0393,Beas Hospital,Himachal Pradesh,Kullu,"The Mall,Dhalpurdhacpur",175101,HP
0394,HHP0394,D'Souza Nursing Home,Himachal Pradesh,Nahan,"Opp. Min Gate Ranital Gardens,Nahannahan",173001,HP
0395,HJK0395,Acharya Shri Chander College Of Medical Sciences & Hospital,Jammu & Kashmir,Jammu,"P.B # 5, Hpo Gandhi Nagar,Jammu-180017.",180017,JK
0396,HJK0396,Ahmed Hospitals,Jammu & Kashmir,Srinagar,"Gulshan Nagar,Byepass,Nowgam",190008,JK
0397,HJK0397,Centre For Sight (Jammu),Jammu & Kashmir,Jammu,"228, Bc Road, Rehari Chungi, Jammu.",180001,JK
0398,HJH0398,Alam Hospital & Research Centre,Jharkhand,Ranchi,"Booty Road, Bariatu.",834009,JH
0399,HJH0399,Asarfi Hospital Pvt Ltd,Jharkhand,Dhanbad,"At Baramuri Po,Bishanpur,Dhanbad",828130,JH
0400,HKA0400,A.J. Hospital & Research Centre,Karnataka,Mangalore,"Kuntikan, Mangalore, Dakshina Kannada-575004, Opp. Ksrtc Depot.Kuntikana",575004,KA
0401,HKA0401,A.M. Hospital,Karnataka,Bangalore,"# 20/1, 2Nd Cross, Widia Layout, Vijayanagar, Bangalore",560040,KA
0402,HKA0402,Aadhar Hospital,Karnataka,Belgaum,"Court Road,Chavatgalli",590002,KA
0403,HKA0403,Aadithya Adhikari Hospital,Karnataka,Mysore,"#417, Contour Road,3Rd Stage Gokulaum, Mysore-570002",570002,KA
0404,HKA0404,Abhaya Eye Hospital,Karnataka,Bangalore,"#77,Bsk 3Rd Stage, 100Ft Ring Road,5Th Block.",560085,KA
0405,HKA0405,Abhaya Hospital,Karnataka,Belthangady,"1-78D, Jainpeta, Belthangaby, Dakshina Kannada, Karnataka",574214,KA
0406,HKA0406,Abhaya Hospital (Neuropsychiatry & Critical Care Hospital Pvt Ltd),Karnataka,Bangalore,"17, Dr.M.H.Mari Gowda Road,Wilson Garden,Bangalore",560027,KA
0407,HKA0407,Abhilash Hospital & Sara Rehabilitation Centre,Karnataka,Bangalore,"#271, 1Ooft Ring Road, 5Th Block,3Rd Phase, 3Rd Stage,Banashankri.",560085,KA
0408,HKA0408,Abhishek Nethradhama,Karnataka,Bangalore,"Mosque Complex, Opp Rajkamar Talkies, Fort Road,",561203,KA
0409,HKA0409,Acharya Tulsi Jain Hospital,Karnataka,Bangalore,"Mom(M)W6-P-6,#22/2-1,6Th Cross,K.N Extension",560022,KA
0410,HKA0410,Achyut Pandit Hospital,Karnataka,Karwar,"Kumbeswar Temple Road,Kumta",581343,KA
0411,HKA0411,Acura Health Care Pvt Ltd,Karnataka,Bangalore,"#435,18Th Main,Koramangala 6Th Block(Near Ndoor Stadium)",560095,KA
0412,HKA0412,Adarsh Nursing Home,Karnataka,Bellary,"Gopalswamy Road,Gandhinagar",583103,KA
0413,HKA0413,Adarsha Hospital,Karnataka,Kundapur,"# 274/Vi, N.H. # 17, Kundapura, Udapi-576201Udupi- 576201",576201,KA
0414,HKA0414,Adarsha Hospital Udupi,Karnataka,Udupi,"Near K.S.R.T.C Bus Stand, Udupi",576101,KA
0415,HKA0415,Adarsha Nursing Home,Karnataka,Tumkur,Sharadadevi Nagaropp Mg Stadium,572103,KA
0416,HKA0416,Adichunchanagiri Hospital & Research,Karnataka,Mandya,"Balagangadharanatha Nagara, Nagamangala Taluk, Mandya Dist, Mandya-571448Nagamangala Taluk, Mandya Dist",571448,KA
0417,HKA0417,Adithi Maternity And General Nursing Home,Karnataka,Bangalore,"#78,Omkarnagar, B.G. Road.",560076,KA
0418,HKA0418,Adithya Nursing Home,Karnataka,Ramanagaram,57 Opp Junior College Ramanagaram,571511,KA
0419,HKA0419,Aditi Hosptial,Karnataka,Bangalore,"Gandhi Square Newpet,Anekal",562106,KA
0420,HKA0420,Aditya Netralaya,Karnataka,Bangalore,"#244, 7Th Cross 6 Block 3 Puase 3Block Banashankari, Bangalore-560085",560085,KA
0421,HKA0421,Aditya Orthopaedic & Trauma Centre,Karnataka,Tumkur,"Sri Shivakumar Swamy Circle, Bh Raod Tumkur-2",572102,KA
0422,HKA0422,Aeinullah Eye Hospital,Karnataka,Bangalore,"#90, Austin Town Layout, Near B.D.A Shopping Complex.",560047,KA
0423,HKA0423,Agadi Hospital & Research Centre,Karnataka,Bangalore,"35, H Siddhaiah Road, Wilson Garden, Bangalore-560027Wilson Garden",560017,KA
0424,HKA0424,Ajay Medical Centre,Karnataka,Chellakere,Near Bus Stand Chellakere,577522,KA
0425,HKA0425,Ajit Surgical & Maternity Home,Karnataka,Belgaum,"Chikkodi Road,Raibag",591317,KA
0426,HKA0426,Akshare Eye Foundation,Karnataka,Tumkur,"#6052 Railway Station Road,Opp Town Hall",572102,KA
0427,HKA0427,Akshay Hospital,Karnataka,Tumkur,"2Nd Cross, Ashoknagar",572102,KA
0428,HKA0428,Akshay Mallya Hospital,Karnataka,Bangalore,"Varthur Main Road,Marathalli",560037,KA
0429,HKA0429,Akshaya Nethralaya,Karnataka,Bangalore,"#227/A,Vidyagiri Layout N Exit O Axis Bank Nagarbhavi Circle,Bangalore",560072,KA
0430,HKA0430,Akshaya Nursing Home,Karnataka,Kolar,"3Dr Cross Gowripet, Kolar",563101,KA
0431,HKA0431,Amma Hospital,Karnataka,Anekal,"32/515,Near Sri Rama Temple",562106,KA
0432,HKA0432,Amrik Nethralaya,Karnataka,Bangalore,"#346, Hrbr 1St Kalyan Nagar,4Th Cross, 7Th B Main.",560043,KA
0433,HKA0433,Amruth Hospital,Karnataka,Davangere,"#1643, Opp:K.E.B.Office, Vidyarthi Bhavan, Davangere",577003,KA
0434,HKA0434,Amrutha Hospital,Karnataka,Bangalore,# 1 Near Water Tank Jakkur Main Road Amruthahalli Bangalore 560092,560092,KA
0435,HKA0435,Ananya Hospital Pvt Ltd,Karnataka,Bangalore,"389/44, 19Th Main,Rajajinagarrajajinagar",560010,KA
0436,HKA0436,Annadaneshwara Hospital,Karnataka,Raichur,"Hahe Road, Sindhanur",584128,KA
0437,HKA0437,Annapoorna Orthopaedic & Speciality Hospital,Karnataka,Mysore,"#953, Kantaraj Urs Road, Lakshmipuram, Mysore-570004",570004,KA
0438,HKA0438,Annapurna Hospital,Karnataka,Chickmangalur,"K.M. Road, Chikmagalur",577101,KA
0439,HKA0439,Annapurna Multi Speciality Hospital,Karnataka,Gangavathi,"Sri Krishnadevaraya Marga-Gangavathi, Koppal Dist, Karnataka-583227, Near Bus Stand",583227,KA
0440,HKA0440,Anugraha Hospital,Karnataka,Bangalore,"No 18/2,1St Cross,M.C. Layout,Vijayanagar",560079,KA
0441,HKA0441,Anugraha Hospital,Karnataka,Davangere,"# 2698,2Nd Main,2Nd Cross,M.C. B Block",577004,KA
0442,HKA0442,Anugraha Nursing Home,Karnataka,Bangalore,"No 2,Vinayaka Circle, Palace Guttahalli Main Road, Bangalore-560003Circle Palace Guttahalli Main",560003,KA
0443,HKA0443,Anugrahaa Hospital,Karnataka,Bangalore,"55/3A, Govindana Setty Palya Road Konappana Agrahara Electronic City Infosysbangalore South Taluk",560100,KA
0444,HKA0444,Anuradha Nursing Home,Karnataka,Shimoga,"1St Cross, Raghavendra Extension, Thirthahalli.",577432,KA
0445,HKA0445,Apex Hospital,Karnataka,Bidar,"Opp Ganesh Maidan, Bidar, Karnataka",585407,KA
0446,HKA0446,Apollo B.G.S Hospitals,Karnataka,Mysore,Adichunchanagiri Roadkuvempunagar Road,570023,KA
0447,HKA0447,Apollo Hospitals,Karnataka,Bangalore,"No.154/11,Opp To Iimb,Bannerghatta Road,",560076,KA
0448,HKA0448,Apollo Koramangala Cradle Limited,Karnataka,Bangalore,"#25. 46Th Cross, 5Th Block, Jayanagar, Bangalore, Karnataka",560011,KA
0449,HKA0449,Apollo Koramangla Cradle Limited,Karnataka,Bangalore,"No.58, 5Th Cross, 18Th Main Koramangla, 6Th Block, Bangalore, Karnataka.",560095,KA
0450,HKA0450,Apoorva Hospital,Karnataka,Davangere,"3Rd Main Road, 9Th Cross, J.P. Extention.",577002,KA
0451,HKA0451,Apoorva Multispeiality Hospital,Karnataka,Belgaum,"Shreem 4889/90, Off Dr S P M Road, Near Prakash Theatre, Shastrinagar, Belgum- 590002",590002,KA
0452,HKA0452,Apple Hospital,Karnataka,Bangalore,#32 Maruthi Complex M S Nagar Bus Stop Banaswadi Main Road Bangalore,560033,KA
0453,HKA0453,Aravinda Hospital,Karnataka,Mysore,"#644,4Th Main, Aravinda Nagar,",570023,KA
0454,HKA0454,Archana Hospital,Karnataka,Mandya,"K.R. Road, Ashok Nagar, Mandya-571401Mandya",571401,KA
0455,HKA0455,Aruna Hospital,Karnataka,Tumkur,"Dr.Radhakrishan Road, Tumkur",572102,KA
0456,HKA0456,Arunodaya Hospitals,Karnataka,Bangalore,"# 18-23,4Th And 5Th Cross Mallasandra Main Road",560057,KA
0457,HKA0457,Arya Medical Centre,Karnataka,Ankola,Dinkar Desai Road.,581314,KA
0458,HKA0458,Ashirvad Hospital,Karnataka,Chickmangalur,"Rathnagiri Road,",577101,KA
0459,HKA0459,Ashok Hospital,Karnataka,Bangalore,"#65,N.H.C.S. Lay-Out, 3Rd Stage, 4Th Block, Basaveshwar Nagar, Kamalanagar Main Road.",560079,KA
0460,HKA0460,Ashraya Hospital,Karnataka,Bangalore,"#26, Jetiappa Complex,Yelachenahalli, Kanakapura Rd",560078,KA
0461,HKA0461,Ashraya Hospital,Karnataka,Chickmangalur,P B No 77 Naidu Streetchikmagalur,577101,KA
0462,HKA0462,Ashraya Hospital,Karnataka,Davangere,"No.1977/1 & 2,Mcc 'A' Block,Shamanur Road,Davanagere",577004,KA
0463,HKA0463,Ashraya Medinova Pvt Ltd,Karnataka,Bangalore,"Magadi Main Road,Sunkadakatte,Srigandadakaval,",560091,KA
0464,HKA0464,Ashwini Hospital,Karnataka,Bangalore,"#129, Katruguppa, Bsk 3Rd Stg,",560085,KA
0465,HKA0465,Ashwini Hospital,Karnataka,Bangalore,"B.B.Road, Yelahanka,Bangalore-560064",560064,KA
0466,HKA0466,Ashwini Hospital,Karnataka,Dakshinakannada,"Nh-48, Nellyady,Dakshina Kannadadakshina Kannada",574229,KA
0467,HKA0467,Ashwini Nursing Home,Karnataka,Bangalore,"#9, 1St A Cross. T.C. Palya Main Road, Akshyanagar, Ramamurthy Nagar.",560016,KA
0468,HKA0468,Ashwini Nursing Home,Karnataka,Bangalore,"#382,Narayanappa Buildingd Ramamurthynagar",560016,KA
0469,HKA0469,Ashwini Nursing Home,Karnataka,Davangere,"Akka Mahadevi Road,A.V.K.College Road,P.J.Extension,Near Bapuji Corporation Bank,",577002,KA
0470,HKA0470,Asian Specialty Hospital (A Unit Of Orch Hospital And Healthcare Services Llp),Karnataka,Hsr Layout,"# 11/A, 9Th Main, 13Th Cross, 6Th Sector Hsr Layout, Outer Ring Road, Bangalore-560102Hsr Layout",560102,KA
0471,HKA0471,Athena Hospital,Karnataka,Mangalore,"Falnir Road, Mangalore-575001, Opp Ymca, Near Platinum Theatre",575001,KA
0472,HKA0472,Athreya Hospital,Karnataka,Virajpet,"Gonikoppal Road Opp, Kstrc Bus Stands.Kodagu",571218,KA
0473,HKA0473,Avadhani Nethralaya,Karnataka,Bangalore,"No.33,1St Floor,Patalamma Temple Street,Basavanagudi,",560004,KA
0474,HKA0474,Avhieta Hospital & Health Care,Karnataka,Bangalore,"280/1 Byrathi Cross, Hennur Bagalur Main Road, Bangalore-560077",560077,KA
0475,HKA0475,Avinash Shah Memorial Multispeciality Hospital,Karnataka,Gulbarga,"184-20/08/2007,Jayanagar,Sedam Road",585105,KA
0476,HKA0476,B.A Hospital & Training Centre,Karnataka,Bantwal,"Thumbay,Bantwal",574170,KA
0477,HKA0477,B.G. Hospital,Karnataka,Bangalore,"Mayamma Thimmappa Complex, Tumkur Road, Anchepalya.",560073,KA
0478,HKA0478,B.G.S Vivus Heart Centre,Karnataka,Mandya,"Bandhi Gowda Extension,Bangalore Mysore Highway,",571401,KA
0479,HKA0479,B.J. Lingegowda Hospital,Karnataka,Chanapatna,Bangalore-Mysore Road,571501,KA
0480,HKA0480,B.Siddaramanna Hospital,Karnataka,Tumkur,"Opp Ib Railway Station Road,Gandhinagar",572102,KA
0481,HKA0481,Bacc Health Care Private Limited,Karnataka,Bangalore,"No 6/7, Kumara Krupa Road,High Grounds,",560001,KA
0482,HKA0482,Bahusar Nursing Home,Karnataka,Mysore,"#3587,B.M. Road,Hunsur.",577105,KA
0483,HKA0483,Balaji Hospital,Karnataka,Bangalore,"40/1, J.J.R. Nagar Main Road,K.H. Ranganath Colony.",560018,KA
0484,HKA0484,Balaji Hospital,Karnataka,Tumkur,"B.H. Road, Tiptur.Near Aralikatte",572201,KA
0485,HKA0485,Balaji Nursing Home,Karnataka,Bangalore,"Dommasandra Bus Stop,",562125,KA
0486,HKA0486,Balaji Nursing Home,Karnataka,Chickmangalur,"T.B. Road,Kadur.",577548,KA
0487,HKA0487,Balanku Hospital,Karnataka,Raichur,"Near Basavana Bhavi Chowk, Basavanagara, Raichur-584102",584102,KA
0488,HKA0488,Banashankari Hospital Pvt Ltd,Karnataka,Hubli,"Chitguppipark, Pinto Road,Hubli Dharkiad",580020,KA
0489,HKA0489,Bangalore Baptist Hospital,Karnataka,Bangalore,"Bellary Road, Hebbal, Bangalore-560024, Opp University Of Agricultural Sciences (Near Hebbal Flyower)",560024,KA
0490,HKA0490,Bangalore Eye Hospital & Retina Centre,Karnataka,Bangalore,"4C,426 4Th Cross, 2Nd Block,Kalyannagar.",560043,KA
0491,HKA0491,Bangalore Nethralaya Super Speciality Eye Hospital,Karnataka,Bangalore,"#946,21St Main, Near Bda Complex,Banashankari ,2Nd Stage",560070,KA
0492,HKA0492,Bapuji Nursing Home,Karnataka,Tumkur,"1St Cross, Someshwar Puram,Tumkur-572102.",572102,KA
0493,HKA0493,Basappa Memorial Hospital,Karnataka,Mysore,"22-B, Vinobha Road, Mysore-570012",570012,KA
0494,HKA0494,Basappa Multispeciality Hospital,Karnataka,Chitradurga,"Basapa Hospital Building,Turuvanur Road,",577501,KA
0495,HKA0495,Basavanagudi E.N.T. Care Centre,Karnataka,Bangalore,"44/1, H.B. Samaja Road, Basavanagudi",560004,KA
0496,HKA0496,Basavangudi Medical Centre,Karnataka,Bangalore,"84/1, R.V. Road, Basavanagudi,Bangalore-560004.",560004,KA
0497,HKA0497,Beams Hospitals Privated Limited,Karnataka,Bangalore,"640, 12Th Main, 80 Ft Road, 4Th Block, Koramangala, Bengaluru-560034",560034,KA
0498,HKA0498,Belaku Eye Hospitals Pvt Ltd,Karnataka,Kengeri Upanagara,"#769, 1St Cross, Ring Road, Kengeri Upanagar, Bangalore-560060Kengeri Upanagara",560060,KA
0499,HKA0499,Belgaum Cancer Hospital Pvt Ltd,Karnataka,Belgaum,"#9666A-2/D,Ashok Nagar, Belgaum-590010",590010,KA
0500,HKA0500,Belgaum Children'S Hospital Pvt Ltd,Karnataka,Belgaum,"1St Floor,Samsukha Complex,Khade Bazar",590001,KA
0501,HKA0501,Belle Vue'S Cambridge Hospital,Karnataka,Bangalore,"18/17, Cambridge Road, Ulsoor, Bangalore-560008",560008,KA
0502,HKA0502,Benaka Health Centre,Karnataka,Ujjire,"Lhh Road,Near Jyothi Takies,Mangalore-575003",574240,KA
0503,HKA0503,Bgs Global Hospital,Karnataka,Bangalore,"#67,Uttarahalli Road,Kengeri",560060,KA
0504,HKA0504,Bhadra Nursing Home,Karnataka,Bhadravathi,Gandhinagar,577301,KA
0505,HKA0505,Bhagavathi Multi Speciality Hospital,Karnataka,Hsr Layout,"L-168, 6Th Sector, Hsr Layout, Bangalore-560102",560102,KA
0506,HKA0506,Bhagwan Mahaveer Darshan Eye Hospital,Karnataka,Mysore,"Opp. K.R. Mills, Mysore Bangalore Road, Siddalingapura, Mysore-570003",570003,KA
0507,HKA0507,Bhagwan Mahaveer Jain Heart Centre( A Unit Of Srinivasa Cardiology Centre Pvt Ltd),Karnataka,Bangalore,"#8,Millers Tank Bund Road Near Cantonment Railway Station",560052,KA
0508,HKA0508,Bhagwan Mahaveer Jain Hospital,Karnataka,Bangalore,"No.17, Millers Road, Vasanthnagar, Bangalore-560052",560052,KA
0509,HKA0509,Bhagwan Mahaveer Jain Netralaya,Karnataka,Bangalore,"#3, Railway Platform Road,Sheshadripuram, Policestation Opp. Roadsheshadripuram",560020,KA
0510,HKA0510,Bhagwat Maternity And Nursing Home,Karnataka,Shimoga,"Court Road,Sagar",577401,KA
0511,HKA0511,Bhanu Nursing Home,Karnataka,Bangalore,"69/5B, Bommanahalli, Hosur Rd,Bangalore",560068,KA
0512,HKA0512,Bharath Hospital & Institute Of Oncolgy,Karnataka,Mysore,"# 438, Outer Ring Road, Hebbal.",570017,KA
0513,HKA0513,Bharath Nursing Home,Karnataka,Bangalore,"# 1402, Near Vegitable Market, J.P Nagr 1St Phase, Bangalore-560078Kanakapura Main Road.",560078,KA
0514,HKA0514,Bharathi Hospital,Karnataka,Channarayapatna,Dr.Bharathi Ravindranath Bajab Soaw Room,573116,KA
0515,HKA0515,Bharathi Hospital,Karnataka,Tumkur,"4Th Cross,Barkline Road, K.R. Extension, 4Th Cross, Tumkur-572101",572101,KA
0516,HKA0516,Bharathy Hospital,Karnataka,Bangalore,"#4,Nagarabhavi Main Road,Prashanth Nagar",560079,KA
0517,HKA0517,Bhate Hospital And Maternity Home Chikodi,Karnataka,Belgaum,"#1243, Basaveshwar Circle, Chikodi, Belgaum-591201",591201,KA
0518,HKA0518,Bhavana Nursing Home,Karnataka,Anekal,Mysore Bank Road,562106,KA
0519,HKA0519,Bibi Ayesha Mili Hospital,Karnataka,Bangalore,"242, Old Mysore-Bangalore Rd,Mysore",570015,KA
0520,HKA0520,Bilagi Hospital & Research Centre,Karnataka,Hubli,Opp Nehru Stedium Main Gate,580020,KA
0521,HKA0521,Bilva Hospital,Karnataka,Guttahalli,"No. 21, 22, 2Nd Main Palace Guttahalli, Bangalore-560003, Near Vinayaka Circle",560003,KA
0522,HKA0522,Brahma Nursing Home,Karnataka,Karwar,"Nadangadda, Karwar.",581304,KA
0523,HKA0523,Brookefield Hospital (A Unit Of Sanjeevini Healthcare),Karnataka,Kundalahalli,"#521, 522, Vijaylakshmi Square, Itpl Main Road, Kundalahalli, Bangalore-560037Kundalahalli",560037,KA
0524,HKA0524,C.S.I. Hospital,Karnataka,Chikkaballapur,"C.S.I. Hospital Road,Kolar.",562101,KA
0525,HKA0525,C.S.I. Lombard Memorial Hospital,Karnataka,Udupi,Mission Hospital Road,576101,KA
0526,HKA0526,C.S.I. Redfern Memorial Hospital,Karnataka,Hassan,"Race Course Road, P.O Box No.127.",573201,KA
0527,HKA0527,Canara Health Care Limited,Karnataka,Kumta,"Baggon Road,",581343,KA
0528,HKA0528,Cauvery Hospital,Karnataka,Mysore,"# 756, New Kantharaje Urs Roadsaraswathipuram Mysore",570009,KA
0529,HKA0529,Cauvery Hospital,Karnataka,Mysore,"Terission College Road,Bannur Road,Shidharthnagar",570011,KA
0530,HKA0530,Cauvery Orthopaedic Centre,Karnataka,Bangalore,"#408,20Th Main,W.O.C.Road,1St Block,Rajajinagar",560010,KA
0531,HKA0531,Cdr Medical Centre,Karnataka,Bangalore,"Jayanagar, B'Lore",560011,KA
0532,HKA0532,Chaitanya Hospital,Karnataka,Bangalore,"No. 80, 3Rd Cross,P & T Colony,R.T.Nagarr.T. Nagar,Bangalore-560036.",560032,KA
0533,HKA0533,Chaitanya Medical Centre,Karnataka,Bangalore,"# 771/24, Khb , Asector, Yelahanka, Bangalore, Karnataka",560064,KA
0534,HKA0534,Chaitra Hospital,Karnataka,Mysore,"# 16/84, 15Th Cross, Basaweshwara Blockk.R. Nagar, Basavaswara Block,",571602,KA
0535,HKA0535,Chandana Hospital,Karnataka,Bangalore,"#54, 4Th Cross, 4Th Main, Ngefnrupathunganagar, Nagarbhavi,",560072,KA
0536,HKA0536,Chandini Hospital,Karnataka,Shimoga,"Chamarajpet,Sagarshivamogga",577401,KA
0537,HKA0537,Chandrakala Hospital And Institute Of Medical Research,Karnataka,Mysore,"Plot A,Kalidasa Road,Jayalakshmipuram",570012,KA
0538,HKA0538,Chanre Rheumatology & Immunology Centre & Research (A Unit Of Chanre Darsha Health Care Pvt Ltd),Karnataka,Bangalore,"#149,15Th Main,3D Stage,4Th Block,Nhc Layout,Basaveshwar Nagar,",560079,KA
0539,HKA0539,Charaka Hospital,Karnataka,Tumkur,"No-5, Opp-Neps, 2Nd Main, Shankarapuram, B.H Road, Tumkur-572102",572102,KA
0540,HKA0540,Chaya Hospital ( A Unit Of Chaya Healthcare Pvt Ltd),Karnataka,Bangalore,"# 6C-335, 4Th Main, 6Th Cross, Ombr Layout, Bhuvanagiri.",560043,KA
0541,HKA0541,Chetana Hospital,Karnataka,Kadur,M.T. Road Puttur,577548,KA
0542,HKA0542,Chethana Hospital,Karnataka,Puttur,Shree Mahamaya Temple Road Dakshina Kannada,574201,KA
0543,HKA0543,Chincholi Eye Hospital,Karnataka,Gulbarga,Old Jewargi Cross Road,585102,KA
0544,HKA0544,Chinmaya Mission Hospital,Karnataka,Bangalore,"1/1,C M H Road,Indiranagar",560038,KA
0545,HKA0545,Chinmaya Narayana Hrudayalaya,Karnataka,Bangalore,Cmh Road Indiranagar 2Nd Stage Chinmaya Missin Hospital,560038,KA
0546,HKA0546,Chinmayi Hospital,Karnataka,Bangalore,"#34,Brindavan Layout,Subramanyapura Main Road",560061,KA
0547,HKA0547,Chinmayi Hospital,Karnataka,Kundapur,"Church Road, Kundapura, Udupi-576201",576201,KA
0548,HKA0548,Chiranjeevi Hospital & Maternity Home,Karnataka,Bangalore,"16Th 2Nd Main, Sri Manjunatha Temple St, Mysore Bank Colony,",560050,KA
0549,HKA0549,Chiranjeevi Maternity Hospital,Karnataka,Bijapur,Divatageri Galli Near Rayar Math,586101,KA
0550,HKA0550,Chirashree Nursing Home,Karnataka,Mangalore,"1-33/2 & 1-33/3, Iddya Suratkal",575014,KA
0551,HKA0551,Chitra Hospital,Karnataka,Mysore,"25/1A, Irwin Rdmysore",570001,KA
0552,HKA0552,Chittaragi Hospital,Karnataka,Bagalkot,Bramanand Asram Road Bus Stand Road Rabkavi,587314,KA
0553,HKA0553,Chord Road Hospital Pvt Ltd,Karnataka,Bangalore,100 Bima Jyoti Lic Colony2Nd Stage West Of Chord Road,560079,KA
0554,HKA0554,Choudhari Hospital,Karnataka,Bijapur,"Shikharakhana Road, Near Lic Office",586104,KA
0555,HKA0555,Chougala Hospital,Karnataka,Belgaum,"Shanti Nagar,Hallyal Road,Athani,",591304,KA
0556,HKA0556,Citi Hospital,Karnataka,Bangalore,"25/91,West Of Chord Road, 20Th Main, 2Nd Block, Rajajinagar, Bangalore",560010,KA
0557,HKA0557,Citi Hospital,Karnataka,Bellary,"No.52/A, Dam Road,Hospet, Bellary-583203",583203,KA
0558,HKA0558,City Central Hospital Pvt Ltd,Karnataka,Davangere,"# 17, Akkamahadevi Road,Near Chethana Hotel",577002,KA
0559,HKA0559,City Clinic,Karnataka,Hubli,"Madhavpur, Hubli",580020,KA
0560,HKA0560,City Hospital,Karnataka,Shimoga,"R.M.R. Road, Durgigudi,Shimoga-577201.",577201,KA
0561,HKA0561,City Hospital & Diagnostic Centre,Karnataka,Udupi,"Vidyaranya Mag,Behind Alankar Theatreudupi",576101,KA
0562,HKA0562,City Hospital Research & Diagnostic Centre,Karnataka,Mangalore,"Pound Garden,Kadri,Dakshina Kannada,",575003,KA
0563,HKA0563,City Medical Centre,Karnataka,Davangere,"Badila Guthu Complex1St Main, M.C.C.B Block",577004,KA
0564,HKA0564,Cloudnine (A Venture Of Kids Clinic Pvt Ltd,Karnataka,Bangalore,"#1533,9Th Main, Jayanagar 3Rd Block",560011,KA
0565,HKA0565,Cloudnine (Kids Clinic India Pvt. Ltd.),Karnataka,Bangalore,"115, Kodi Halli, Old Airport Road, Bangalore-560017",560017,KA
0566,HKA0566,Colaco Hospital,Karnataka,Mangalore,"Lower Bendore Main Road,Dakshina Kannada,",575002,KA
0567,HKA0567,Columbia Asia Hospital,Karnataka,Mysore,"85-86,Bangalore Mysore Ring Road, Junction, Bannimantap A Layout, Siddiqui Nagar",570015,KA
0568,HKA0568,Columbia Asia Hospital Pvt Ltd,Karnataka,Bangalore,"Kirloskar Business Park, Bellary Road, Hebbal, Bangalore-560024",560024,KA
0569,HKA0569,Columbia Asia Referral Hospital,Karnataka,Bangalore,"#26/1, 80Feet Dr.Rajkumar Road,Malleshwaran West, Bangalore-560055",560055,KA
0570,HKA0570,Cosmo Multispeciality Hospital,Karnataka,Bangalore,"#64,1St Cross,Kalidasa Circle,Srinagar",560050,KA
0571,HKA0571,Csi-Church Of South India Hospital,Karnataka,Bangalore,"Post Beg No #4, Hazarat Kambal Posh Roadposh Road,",560051,KA
0572,HKA0572,D.G. Hospital (Devambika Nursing Home),Karnataka,Bangalore,"274 / 275, Mkp Road, Padmanabhanagar, Puttalingaiah Road, Bangalore-560070",560070,KA
0573,HKA0573,Daddenavar Hospital & Research Centre,Karnataka,Bagalkot,Ward # 10 & Rural Police Stationnear Rural Police Station,587101,KA
0574,HKA0574,Dakshata Hospital Pvt Ltd,Karnataka,Belgaum,"3375,Subalakshmi Building,College Road",590001,KA
0575,HKA0575,Dange Hospital,Karnataka,Hassan,"M.G. Road, Near Adichundhangiri School, Hassan-573201",573201,KA
